PRIMARY_FACILITY_ID,FACILITY_NAME,PERMIT_NO,CLIENT_ID,CLIENT_NAME,MUNICIPALITY,COUNTY,REGION,PERMIT_TYPE,FEE_CATEGORY,LATEST_PERMIT_ISSUE_DATE,AVAILABLE_LAND,TOTAL_AEUS,LOCATION_ADDRESS,LOCATION_ADDRESS_CITY_STATE_ZIP,ANIMAL_TYPES
849897,BARRICK DAIRY,PA0281859,363180,BARRICK DAIRY LLC,Penn Twp,Cumberland,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,06/13/2024,976.1,1616.22,2661 WALNUT BOTTOM RD,"CARLISLE, PA 17015-9329",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
847886,DARVIN MARTIN CAFO,PA0281824,360253,DARVIN N MARTIN,Weisenberg Twp,Lehigh,NERO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,11/19/2021,170.3,212.38,8245 HOLBENS RD,"NEW TRIPOLI, PA 18066",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
713967,NORTHEND VIEW FARM,PAG123935,217839,MARTIN AARON R,Centre Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/12/2024,249.3,223.50,1383 RIVER RD,"MOHRSVILLE, PA 19541-8721",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
729684,HILLSIDE POULTRY CAFO,PAG123959,219807,HILLSIDE POULTRY FARM INC,Greene Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/09/2024,425.9,1469.72,1849 LETTERKENNY RD,"CHAMBERSBURG, PA 17201-8733",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
844879,GLENDON NOLT FARM CAFO,PAG123909,358710,NOLT GLENDON,Greenwich Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/10/2024,3.5,115.08,222 LONG RD,"LENHARTSVILLE, PA 19534-9407","Sheep, medium breed - Ewe - 175 lbs"
844879,GLENDON NOLT FARM CAFO,PAG123909,358710,NOLT GLENDON,Greenwich Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/10/2024,3.5,115.08,222 LONG RD,"LENHARTSVILLE, PA 19534-9407","Sheep, medium breed - Ram - 225 lbs"
862591,SONLIGHT FARMS CAFO,PAG123937,373740,LIGHT JACOB,Bethel Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/18/2024,90.3,225.61,177 BLUE MOUNTAIN RD,"FREDERICKSBURG, PA 17026-9352",Swine - Grow finish - 165 lbs (57-273)
823550,LINDELL FARMS LLC,PA0281913,325942,LINDELL FARMS LLC,Farmington Twp,Warren,NWRO,"Water Quality Mgmt Part II, Manure Storage Fac for CAFO",CAFO Individual Permit,05/07/2018,1802.8,1154.47,5207 ROUTE 957,"RUSSELL, PA 16345-2045",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
630180,PLEASANT VIEW FARMS CAFO,PA0281778,148068,PLEASANT VIEW FARMS INC,North Woodbury Twp,Blair,SCRO,Manure Storage and Wastewater Impoundments,CAFO Individual Permit,10/07/2024,4107.2,7281.75,261 PLEASANT VIEW FARMS RD,"MARTINSBURG, PA 16662-8723",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
703471,MONTOUR FARMS CAFO,PAG124831,367209,MONTOUR FARMS,Derry Twp,Montour,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/16/2021,1,549.98,371 GREENLEAF RD,"BLOOMSBURG, PA 17815-6517","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
705870,MEADOW LANE DAIRY,PAG123798,260374,MEADOW LANE DAIRY LLC,Manor Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/06/2024,830.6,1287.71,3392 BLUE ROCK RD,"LANCASTER, PA 17603-9499",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
574334,WILLOW BROOK FARM,PA0246441,160377,DEER STONE AG,Granville Twp,Mifflin,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,12/03/2024,24.2,800.52,10049 FERGUSON VALLEY RD,"LEWISTOWN, PA 17044-8601",Swine - Nursery Pig - 35 lbs (13-57)
731557,HERSHEY SPRINGS FARM,PA0260495,368033,HERSHEY SPRINGS FARM LLC,East Donegal Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/15/2022,327.2,592.57,2024 DONEGAL SPRINGS RD,"MOUNT JOY, PA 17552-8906",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
731557,HERSHEY SPRINGS FARM,PA0260495,368033,HERSHEY SPRINGS FARM LLC,East Donegal Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/15/2022,327.2,592.57,2024 DONEGAL SPRINGS RD,"MOUNT JOY, PA 17552-8906",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
650828,PIGTAIL ACRES,PAG123583,318656,PIGTAIL ACRES LLC,Clay Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/07/2024,38.4,694.74,1030 GIRL SCOUT RD,"STEVENS, PA 17578-9784",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
650828,PIGTAIL ACRES,PAG123583,318656,PIGTAIL ACRES LLC,Clay Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/07/2024,38.4,694.74,1030 GIRL SCOUT RD,"STEVENS, PA 17578-9784",Ponies & Donkeys - Mature - 600 lbs
550894,PERRY MEADOWS CAFO,PA0088064,216104,COUNTRY VIEW FAMILY FARMS LLC,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,04/18/2023,1,1490.65,2713 FOWLERS HOLLOW RD,"BLAIN, PA 17006",Swine - Grow finish - 165 lbs (57-273)
550894,PERRY MEADOWS CAFO,PA0088064,216104,COUNTRY VIEW FAMILY FARMS LLC,Jackson Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,04/18/2023,1,1490.65,2713 FOWLERS HOLLOW RD,"BLAIN, PA 17006",Swine - Boar - 450 lbs
819407,NORTH MOUNTAIN GOBBLER #2,PAG123844,317874,NORTH MTN GOBBLERS,Dublin Twp,Fulton,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/26/2024,117.1,608.82,2859 EAST DUTCH CORNER ROAD,"MCCONNELLSBURG, PA 17233",Poultry - Turkey - Tom (6 -18 wks) - 25.25 lbs (6.5-44)
570073,FRANKLIN HOG FARM,PAG123513,318483,HORD FAMILY FARMS,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/04/2024,1,1588.70,8815 DRY RUN RD,"MERCERSBURG, PA 17236-8606",Swine - Gestating Sow - 450 lbs
570073,FRANKLIN HOG FARM,PAG123513,318483,HORD FAMILY FARMS,Peters Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/04/2024,1,1588.70,8815 DRY RUN RD,"MERCERSBURG, PA 17236-8606",Swine - Boar - 450 lbs
700873,NATHAN MARTIN TURKEY FARM,PAG123645,375891,MATRIN NATHAN,Conewago Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/23/2023,74.5,524.86,170 DAUGHERTY RD,"YORK, PA 17404-9745",Poultry - Turkey - Tom brooder (0-6 wks) - 3.36 lbs (0.22-6.5))
764085,RANDY BRUBAKER FARM,PAG123744,253829,RANDALL BRUBAKER,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/09/2024,4,1311.43,1908 VALLEY RD,"MANHEIM, PA 17545-9666",Swine - Boar - 450 lbs
764085,RANDY BRUBAKER FARM,PAG123744,253829,RANDALL BRUBAKER,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/09/2024,4,1311.43,1908 VALLEY RD,"MANHEIM, PA 17545-9666",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
691447,FLINTROCK FARMS,PAG123717,220027,FLINTROCK CORP,Elizabeth Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,50.3,650.50,16 E BRUBAKER VALLEY RD,"LITITZ, PA 17543-9630",Light Horses & Mules - Mature - 1100 lbs
823459,MARLIN PEACHEY CAFO,PAG123870,339965,PEACHEY MARLIN J,Brown Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/06/2024,121.3,797.88,328 COFFEE RUN RD,"REEDSVILLE, PA 17084-9319","Goats, meat - Kid (0-1 yr) - 65 lbs (5-125)"
863180,RYAN BURKHOLDER,PAG123940,374304,BURKHOLDER RYAN,Greenwood Twp,Perry,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/25/2024,6.7,389.18,200 FARM LN,"MILLERSTOWN, PA 17062-9330","Goats, meat - Doe - 150 lbs "
565314,PINE HILL FARMS CAFO,PAG124864,216104,COUNTRY VIEW FAMILY FARMS LLC,Wells Twp,Bradford,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/21/2024,1,3632.40,2547 HICKORY RD,"COLUMBIA CROSSROADS, PA 16914",Swine - Gestating Sow - 450 lbs
700376,EDWARD HORST FARM,PAG123735,254128,HORST EDWARD B,Heidelberg Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/24/2024,111.8,353.75,251 WEST BUNKER HILL ROAD,"WOMELSDORF, PA 19567",Swine - Wean to finish - 143 lbs (13-273)
701704,LAMAR HIGH FARM,PAG123650,257678,HIGH LAMAR,Washington Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/11/2024,23.6,314.64,920 W MATTERSTOWN RD,"MILLERSBURG, PA 17061-9308",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
556170,KREIDER FARMS MANHEIM,PAG123789,139862,NOAH W KREIDER & SONS LLP,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/19/2024,2051.4,15781.72,525 INDIAN VILLAGE RD,"MANHEIM, PA 17545-9385",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
556170,KREIDER FARMS MANHEIM,PAG123789,139862,NOAH W KREIDER & SONS LLP,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/19/2024,2051.4,15781.72,525 INDIAN VILLAGE RD,"MANHEIM, PA 17545-9385",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
778906,JEVIN KREADY FARM,PAG123787,313857,KREADY JEVIN M,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/26/2024,74.9,383.56,1113 N COLEBROOK RD,"MANHEIM, PA 17545-8122","Sheep, medium breed - Lamb (0-1 yr) - 80 lbs (10-150)"
663243,COUNTRY VIEW FAMILY FARM LLC,PAG124849,216104,COUNTRY VIEW FAMILY FARMS LLC,Columbia Twp,Bradford,NCRO,Manure Storage and Wastewater Impoundments,PAG-12 CAFO Permit,07/24/2024,1,3001.95,2271 FAIRBANKS RD,"COLUMBIA CROSS ROADS, PA 16914-7895",Swine - Sow and litter - 470 lbs
700791,JURGIELEWICZ HOME FARM,PAG123647,146593,JOE JURGIELEWICZ & SON LTD,Tilden Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/23/2024,258.1,498.18,189 CHEESE LN,"HAMBURG, PA 19526-8057","Poultry - Duck, layer  - 6.85 lbs (6.2-7.5)"
571731,PENN VALLEY PORK CAFO,PAG123852,362163,JSR MGMT LLC,Upper Bern Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/24/2024,16.4,1396.08,165 PHILLIPS LN,"MOHRSVILLE, PA 19541-9770",Swine - Sow and litter - 470 lbs
815721,PENNWOOD FARMS,PAG126103,220079,PENNWOOD FARMS,Brothersvalley Twp,Somerset,SWRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/21/2024,1769.6,2004.67,262 SUGAR GROVE SCHOOL RD,"BERLIN, PA 15530-6026",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
574116,ALAN HARNISH CAFO,PAG123543,161559,HARNISH ALAN,Manor Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/30/2024,35.3,570.56,3421 BLUE ROCK RD,"LANCASTER, PA 17603-9775",Light Horses & Mules - Mature - 1100 lbs
870477,LARRY DEAN MARTIN POULTRY FARM,PAG123944,380733,MARTIN LARRY DEAN,Tulpehocken Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/25/2024,14.9,236.74,61 CHERRY HILL RD,"RICHLAND, PA 17087-9619","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
870477,LARRY DEAN MARTIN POULTRY FARM,PAG123944,380733,MARTIN LARRY DEAN,Tulpehocken Twp,Berks,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,03/25/2024,14.9,236.74,61 CHERRY HILL RD,"RICHLAND, PA 17087-9619","Sheep, smaller breed - Ewe - 100 lbs"
823278,SHADOW RIDGE FARM,PAG123902,356356,SHADOW RIDGE FARM,Strasburg Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/31/2024,145.6,1027.05,2418 BACHMAN RD,"LANCASTER, PA 17602",Poultry - Chickens - Layer (18-75 wks) - 3.13 lbs (2.82-3.44)
823278,SHADOW RIDGE FARM,PAG123902,356356,SHADOW RIDGE FARM,Strasburg Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/31/2024,145.6,1027.05,2418 BACHMAN RD,"LANCASTER, PA 17602",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
855589,C & J FARM,PA0281867,368004,C & J FARM,Union Twp,Fulton,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/03/2023,116.7,527.56,949 HARMAN LN,"WARFORDSBURG, PA 17267",Beef - Calf (0-8 mos) - 300 lbs (100-500)
855589,C & J FARM,PA0281867,368004,C & J FARM,Union Twp,Fulton,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/03/2023,116.7,527.56,949 HARMAN LN,"WARFORDSBURG, PA 17267","Goats, meat - Doe - 150 lbs "
837323,FAIR FAMILY FARM,PAG123893,352137,FAIR FAMILY FARMS LLC,Harrison Twp,Bedford,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,08/01/2024,311.3,688.29,3949 ALLEGHENY RD,"MANNS CHOICE, PA 15550-7816",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
765898,ELVIN ZIMMERMAN FARM,PA0262056,304594,ZIMMERMAN ELVIN,Fayette Twp,Juniata,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/30/2025,1.8,233.49,180 DEGAN RD,"MIFFLINTOWN, PA 17059-8491","Poultry - Chickens - Broiler, large (0-53 days) - 3.55 lbs (0.09-7.0)"
775745,"HANOVER SHOE FARMS, INC",PAG123742,66878,HANOVER SHOE FARMS INC,Conewago Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/07/2021,2038.5,774.37,2310 HANOVER PIKE,"HANOVER, PA 17331-8846",Light Horses & Mules - Mature - 1100 lbs
777217,DAVID S. MORROW FARM,PA0265934,312135,MORROW DAVID S,Southwest Madison Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/23/2024,419.9,657.65,237 BRIAR LN,"LOYSVILLE, PA 17047-9154",Swine - Grow finish - 165 lbs (57-273)
777217,DAVID S. MORROW FARM,PA0265934,312135,MORROW DAVID S,Southwest Madison Twp,Perry,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/23/2024,419.9,657.65,237 BRIAR LN,"LOYSVILLE, PA 17047-9154",Beef - Calf (0-8 mos) - 300 lbs (100-500)
670951,MOUNT PLEASANT POULTRY FARM,PAG123788,139862,NOAH W KREIDER & SONS LLP,South Annville Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/18/2024,80.3,5871.80,1486 MOUNT PLEASANT RD,"LEBANON, PA 17042-4808",Poultry - Chickens - Layer (18-90 wks) - 3.14 lbs (weighted avg)
648238,ANDREW WEAVER CAFO,PAG123582,360767,WEAVER ANDREW,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2024,259.3,515.22,2560 SUNNYSIDE RD,"MANHEIM, PA 17545-9685",Swine - Grow finish - 165 lbs (57-273)
648238,ANDREW WEAVER CAFO,PAG123582,360767,WEAVER ANDREW,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2024,259.3,515.22,2560 SUNNYSIDE RD,"MANHEIM, PA 17545-9685",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
749633,SHOWERS FARM FINISHER,PA0234052,287309,SHOWERS JAMES W,White Deer Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/30/2017,105.12,399.44,767 GRAY HILL RD,"NEW COLUMBIA, PA 17856-9407",Beef - Cow - 1400 lbs
633520,MEADOW RUN FARM CAFO,PAG123545,377307,WENGER FARMS PORK PROD NETWORK LLC,South Londonderry Twp,Lebanon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,07/25/2024,87.4,996.12,4270 HARVEST RD,"MANHEIM, PA 17545-8960",Swine - Sow and litter - 470 lbs
548591,DREAM FARM CAFO,PAG123743,213515,BRIAN BRECHBILL & ALAN RICE,Lurgan Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/17/2021,1,2562.31,13689 DREAM HWY,"NEWBURG, PA 17240-9613",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
635497,RIDGE VIEW FARMS CAFO,PAG123759,169929,SWEIGART III DAVID W,Mount Joy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/03/2022,354.5,1980.62,189 RIDGE VIEW RD S,"ELIZABETHTOWN, PA 17022",Light Horses & Mules - Mature - 1100 lbs
722356,JAMES BAGLEY CAFO,PA0233579,331516,BAGLEY JAMES W,Fox Twp,Sullivan,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/06/2019,1,3303.55,266 PIATT RD,"SHUNK, PA 17768-9157",Swine - Grow finish - 165 lbs (57-273)
700420,LEON ZIMMERMAN FARM,PAG123781,360480,WEST DONEGAL FARMS,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/09/2021,251.6,807.22,2011 MAYTOWN RD,"ELIZABETHTOWN, PA 17022-9347",Poultry - Chickens - Pullet (0-16 wks) - 1.38 lbs (0.08-2.67)
679150,MEADOW VISTA FARMS,PAG123783,220313,MEADOW VISTA FARMS LLC,Conoy Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,10/31/2024,675.6,1409.30,166 RISSER RD,"BAINBRIDGE, PA 17502-9407",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
565765,MASON DIXON FARMS CAFO,PAG123786,4399,MASON DIXON FARMS INC,Freedom Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/01/2022,487.5,3446,1800 MASON DIXON RD,"GETTYSBURG, PA 17325-7127",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
565765,MASON DIXON FARMS CAFO,PAG123786,4399,MASON DIXON FARMS INC,Freedom Twp,Adams,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/01/2022,487.5,3446,1800 MASON DIXON RD,"GETTYSBURG, PA 17325-7127",Dairy - Holstein/Brown Swiss - Calf (0-1 yr) - 420 lbs (90-750)
720633,BURK LEA DAIRY CAFO,PAG123773,234000,CLINTON J BURKHOLDER,Greene Twp,Franklin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/26/2022,1504.3,1762.40,3099 GRAND POINT ROAD,"CHAMBERSBURG, PA 17201",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
728957,TROESTER DAIRY FARM CAFO,PA0233889,278182,TROESTER DAIRY,Buffalo Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/06/2025,999.1,2321.08,175 CANNON RD,"MIFFLINBURG, PA 17844-7714",Dairy - Holstein/Brown Swiss - Cow - 1450 lbs
728957,TROESTER DAIRY FARM CAFO,PA0233889,278182,TROESTER DAIRY,Buffalo Twp,Union,NCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,01/06/2025,999.1,2321.08,175 CANNON RD,"MIFFLINBURG, PA 17844-7714",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
645960,ROHRER FARM CAFO,PAG123806,214388,ROHRER FARM LLC,Penn Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/27/2024,355.1,2158.33,750 DOE RUN RD,"LITITZ, PA 17543-8711",Swine - Grow finish - 165 lbs (57-273)
803315,JAMES STAHL FARM,PAG124851,321311,STAHL JAMES W,Union Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,12/13/2024,89.7,1434.30,4089 PRODUCE RD,"SELINSGROVE, PA 17870-8161",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
809183,ROTZ DAIRY FARM,PAG123825,325620,ROTZ MILTON,Greene Twp,Franklin,SCRO,Manure Storage and Wastewater Impoundments,PAG-12 CAFO Permit,09/09/2024,703.8,1657.25,592 PINE STUMP RD,"CHAMBERSBURG, PA 17202-7347",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
565209,GOSS FARM CAFO,PAG123511,355109,GOSS TIMOTHY R,Decatur Twp,Mifflin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/04/2021,353.23,1588.29,123 DECATUR RD,"MCCLURE, PA 17841",Beef - Cow - 1400 lbs
836387,CASEY CAROWICK SWINE CAFO,PAG123892,351245,CAROWICK CASEY S,Cass Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,05/16/2024,400.4,766.08,16946 BEAVERTOWN RD,"TODD, PA 16685-8764",Beef - Bull - 1500
851765,ANDREW HOOVER POULTRY OPERATION CAFO,PAG123925,365012,HOOVER ANDREW,Milford Twp,Juniata,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/08/2025,1,232.64,155 MAYAPPLE LN,"MIFFLINTOWN, PA 17059-9103","Poultry - Chickens - Broiler, medium (0-35 days) - 2.55 lbs (0.090-5.0)"
542136,CARSONVILLE FARMS LP CAFO,PAG123726,288903,CARSONVILLE FARMS LP,Wayne Twp,Dauphin,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,09/15/2021,1,738.58,2716 POWELLS VALLEY RD,"HALIFAX, PA 17032-9796",Swine - Grow finish - 165 lbs (57-273)
833132,IRONSTONE FARM,PAG123883,348294,WENGER JASON,Rapho Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,02/06/2025,12.36,450.28,5376 ELIZABETHTOWN RD,"MANHEIM, PA 17545-8375",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
827578,MELVIN WEAVER CAFO,PAG124866,339254,WEAVER MELVIN,Adams Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/31/2022,145.3,342.49,359 TIMBER RD,"BEAVERTOWN, PA 17813-9140",Swine - Wean to finish - 143 lbs (13-273)
827578,MELVIN WEAVER CAFO,PAG124866,339254,WEAVER MELVIN,Adams Twp,Snyder,NCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/31/2022,145.3,342.49,359 TIMBER RD,"BEAVERTOWN, PA 17813-9140",Swine - Nursery Pig - 35 lbs (13-57)
844512,ERIC GOOD CAFO,PAG123904,357607,GOOD ERIC,Dover Twp,York,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,04/16/2024,97.2,392.07,4840 BIESECKER RD,"THOMASVILLE, PA 17364-9625","Sheep, medium breed - Ewe - 175 lbs"
691216,FUTURE VIEW FARM,PAG123623,290329,FUTURE VIEW FARM LLC,Pequea Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,11/15/2024,538.1,635.71,13 RADCLIFF RD,"WILLOW STREET, PA 17584-9770","Goats, meat - Kid (0-1 yr) - 65 lbs (5-125)"
824867,SPRINGBROOK FARM LLC,PA0266728,337229,SPRINGBROOK FARM LLC,Jackson Twp,Huntingdon,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,09/25/2023,116.6,773.10,4655 BARR RD,"HUNTINGDON, PA 16652-5926",Beef - Finishing (8-24 mos) - 950 lbs (500-1400)
873032,NOLT FARM 166 ULRICH RD,PA0294357,383451,NOLT WILMER W,Fulton Twp,Lancaster,SCRO,Concentrated Animal Feed Operations Indiv NPDES Pmt,CAFO Individual Permit,03/27/2024,260.2,229.51,166 ULRICH RD,"PEACH BOTTOM, PA 17563-9613",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
706874,HARLEY BANGE CAFO,PAG123658,316366,BANGE HARLEY,Union Twp,Huntingdon,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,01/30/2025,617.8,719.48,15629 TROUGH CREEK VALLEY PIKE,"HUNTINGDON, PA 16652-3785",Swine - Grow finish - 165 lbs (57-273)
569694,KENTON SWEIGART FARM CAFO,PAG123749,160135,SWEIGART KENTON L,East Donegal Twp,Lancaster,SCRO,PAG-12 Concentrated Animal Feed Operations,PAG-12 CAFO Permit,06/11/2024,615.5,1648.96,620 GREIDER RD,"MOUNT JOY, PA 17552-8911",Dairy - Holstein/Brown Swiss - Heifer (1-2 yr) - 1000 lbs (750-1250)
